job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
services,married,high.school,cellular,737,3,33,92.893,-46.2,yes
entrepreneur,married,university.degree,cellular,191,3,50,92.893,-46.2,no
technician,single,professional.course,cellular,175,2,41,92.893,-46.2,no
services,divorced,basic.9y,cellular,286,5,36,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,93,5,33,92.893,-46.2,no
technician,single,professional.course,cellular,170,3,27,92.893,-46.2,no
admin.,divorced,high.school,cellular,173,8,44,92.893,-46.2,no
technician,married,professional.course,cellular,541,2,36,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,89,2,42,92.893,-46.2,no
admin.,married,high.school,cellular,213,6,31,92.893,-46.2,no
self-employed,single,university.degree,cellular,194,3,34,92.893,-46.2,no
admin.,divorced,university.degree,cellular,158,2,59,92.893,-46.2,no
technician,married,basic.9y,telephone,472,2,28,92.893,-46.2,no
blue-collar,married,high.school,cellular,135,2,28,92.893,-46.2,no
blue-collar,single,professional.course,cellular,304,6,33,92.893,-46.2,no
management,married,basic.9y,cellular,275,3,33,92.893,-46.2,no
unemployed,married,high.school,telephone,155,2,28,92.893,-46.2,no
technician,single,professional.course,telephone,125,4,29,92.893,-46.2,no
admin.,single,high.school,cellular,96,6,38,92.893,-46.2,no
services,divorced,basic.6y,telephone,175,5,37,92.893,-46.2,no
self-employed,married,basic.4y,cellular,134,4,26,92.893,-46.2,no
services,married,high.school,cellular,22,5,34,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,807,3,33,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,235,2,33,92.893,-46.2,no
technician,married,basic.6y,cellular,673,4,53,92.893,-46.2,no
admin.,married,high.school,cellular,124,2,35,92.893,-46.2,no
technician,married,professional.course,cellular,57,2,53,92.893,-46.2,no
admin.,divorced,university.degree,cellular,225,3,38,92.893,-46.2,no
admin.,single,university.degree,cellular,144,5,32,92.893,-46.2,no
blue-collar,married,high.school,cellular,177,2,49,92.893,-46.2,no
self-employed,divorced,high.school,cellular,455,2,42,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,264,4,34,92.893,-46.2,no
technician,married,high.school,telephone,295,3,31,92.893,-46.2,no
admin.,married,university.degree,cellular,285,3,30,92.893,-46.2,no
admin.,married,high.school,cellular,166,5,34,92.893,-46.2,no
services,single,high.school,cellular,456,2,42,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,101,2,34,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,256,4,42,92.893,-46.2,no
services,married,high.school,cellular,497,5,37,92.893,-46.2,no
self-employed,married,basic.9y,cellular,600,4,53,92.893,-46.2,no
student,divorced,unknown,cellular,268,3,38,92.893,-46.2,no
blue-collar,married,basic.9y,telephone,899,3,34,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,339,2,27,92.893,-46.2,no
blue-collar,married,basic.9y,telephone,220,3,33,92.893,-46.2,no
student,single,university.degree,cellular,700,3,25,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,150,7,43,92.893,-46.2,no
admin.,single,high.school,cellular,147,4,35,92.893,-46.2,no
blue-collar,single,high.school,telephone,236,6,35,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,133,3,55,92.893,-46.2,no
admin.,married,high.school,telephone,58,2,34,92.893,-46.2,no
technician,married,high.school,telephone,234,5,31,92.893,-46.2,no
technician,married,basic.4y,telephone,1388,7,43,92.893,-46.2,no
admin.,divorced,university.degree,cellular,130,2,47,92.893,-46.2,no
entrepreneur,married,university.degree,cellular,57,5,35,92.893,-46.2,no
services,single,basic.6y,cellular,70,5,42,92.893,-46.2,no
admin.,divorced,university.degree,cellular,31,7,37,92.893,-46.2,no
technician,single,professional.course,cellular,50,2,38,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,496,2,33,92.893,-46.2,yes
blue-collar,single,basic.9y,cellular,94,3,26,92.893,-46.2,no
technician,single,high.school,telephone,83,5,30,92.893,-46.2,no
student,single,high.school,telephone,29,4,26,92.893,-46.2,no
admin.,married,basic.9y,telephone,16,6,39,92.893,-46.2,no
admin.,single,high.school,cellular,46,4,27,92.893,-46.2,no
blue-collar,married,basic.6y,telephone,20,2,43,92.893,-46.2,no
admin.,married,high.school,cellular,152,4,25,92.893,-46.2,no
student,single,high.school,telephone,61,4,26,92.893,-46.2,no
blue-collar,single,university.degree,cellular,389,4,33,92.893,-46.2,no
management,married,basic.4y,cellular,1108,3,55,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,8,7,40,92.893,-46.2,no
technician,single,university.degree,cellular,310,2,35,92.893,-46.2,no
self-employed,married,basic.9y,cellular,197,3,38,92.893,-46.2,no
services,married,high.school,cellular,21,8,41,92.893,-46.2,no
management,divorced,basic.9y,cellular,117,2,29,92.893,-46.2,no
services,married,high.school,telephone,413,6,53,92.893,-46.2,no
services,divorced,basic.6y,cellular,24,2,34,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,254,3,55,92.893,-46.2,no
blue-collar,single,basic.9y,telephone,65,5,38,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,53,5,51,92.893,-46.2,no
admin.,married,basic.4y,cellular,164,2,57,92.893,-46.2,no
housemaid,married,basic.9y,cellular,321,4,24,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,5,7,47,92.893,-46.2,no
admin.,single,high.school,cellular,82,5,35,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,81,3,32,92.893,-46.2,no
services,divorced,basic.6y,cellular,136,2,34,92.893,-46.2,no
self-employed,divorced,basic.9y,cellular,133,2,43,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,14,4,36,92.893,-46.2,no
blue-collar,single,unknown,cellular,320,4,53,92.893,-46.2,no
services,married,high.school,cellular,77,2,42,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,211,3,36,92.893,-46.2,no
admin.,married,high.school,cellular,129,1,43,92.893,-46.2,no
self-employed,married,basic.9y,telephone,26,1,38,92.893,-46.2,no
admin.,married,high.school,cellular,200,1,43,92.893,-46.2,no
blue-collar,married,basic.9y,telephone,38,1,36,92.893,-46.2,no
student,single,high.school,telephone,95,3,26,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,49,3,37,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,210,1,36,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,863,3,28,92.893,-46.2,yes
blue-collar,single,basic.9y,telephone,15,7,29,92.893,-46.2,no
admin.,divorced,university.degree,cellular,259,1,37,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,130,1,55,92.893,-46.2,no
services,married,basic.9y,telephone,211,1,37,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,87,3,31,92.893,-46.2,no
self-employed,single,professional.course,cellular,774,2,29,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,15,6,35,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,348,1,28,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,129,1,36,92.893,-46.2,no
technician,married,professional.course,cellular,44,9,35,92.893,-46.2,no
technician,single,professional.course,cellular,231,2,29,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,155,1,36,92.893,-46.2,no
blue-collar,married,high.school,cellular,74,1,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,135,6,43,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,217,1,36,92.893,-46.2,no
blue-collar,single,high.school,cellular,22,1,30,92.893,-46.2,no
technician,single,university.degree,telephone,32,1,33,92.893,-46.2,no
student,single,high.school,cellular,435,1,23,92.893,-46.2,no
blue-collar,married,high.school,telephone,25,1,36,92.893,-46.2,no
services,married,high.school,cellular,370,1,23,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,201,1,29,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,793,5,25,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,152,1,41,92.893,-46.2,no
blue-collar,married,high.school,cellular,66,1,29,92.893,-46.2,no
admin.,married,university.degree,cellular,213,1,34,92.893,-46.2,no
admin.,married,high.school,cellular,150,3,44,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,364,1,41,92.893,-46.2,no
admin.,married,university.degree,cellular,329,1,34,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,282,1,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,173,1,58,92.893,-46.2,no
admin.,divorced,university.degree,telephone,51,1,48,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,68,2,30,92.893,-46.2,no
self-employed,single,high.school,cellular,109,1,35,92.893,-46.2,no
technician,married,basic.9y,cellular,23,1,28,92.893,-46.2,no
admin.,married,high.school,cellular,1073,1,28,92.893,-46.2,yes
self-employed,single,high.school,cellular,207,1,35,92.893,-46.2,no
services,married,high.school,cellular,193,1,41,92.893,-46.2,no
blue-collar,single,basic.9y,telephone,134,1,32,92.893,-46.2,no
technician,married,basic.9y,cellular,224,1,28,92.893,-46.2,no
blue-collar,married,high.school,cellular,173,2,29,92.893,-46.2,no
technician,married,professional.course,telephone,67,1,35,92.893,-46.2,no
admin.,single,high.school,cellular,149,1,31,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,29,6,51,92.893,-46.2,no
technician,single,high.school,cellular,610,1,43,92.893,-46.2,yes
admin.,single,basic.9y,cellular,118,1,29,92.893,-46.2,no
management,married,high.school,cellular,95,1,35,92.893,-46.2,no
self-employed,married,basic.9y,cellular,84,1,27,92.893,-46.2,no
admin.,married,basic.4y,cellular,43,3,49,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,93,1,41,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,172,1,42,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,161,1,41,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,785,1,32,92.893,-46.2,no
student,single,high.school,cellular,628,1,28,92.893,-46.2,no
retired,divorced,university.degree,cellular,172,2,53,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,200,2,26,92.893,-46.2,no
admin.,married,university.degree,cellular,134,1,38,92.893,-46.2,no
unemployed,single,university.degree,cellular,51,1,32,92.893,-46.2,no
admin.,single,high.school,cellular,850,1,31,92.893,-46.2,yes
retired,divorced,basic.4y,cellular,526,4,55,92.893,-46.2,yes
admin.,married,high.school,cellular,140,3,43,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,93,1,38,92.893,-46.2,no
services,single,high.school,cellular,87,1,34,92.893,-46.2,no
admin.,married,university.degree,cellular,318,7,37,92.893,-46.2,no
services,married,high.school,telephone,9,9,53,92.893,-46.2,no
services,single,basic.6y,telephone,19,8,33,92.893,-46.2,no
admin.,single,university.degree,cellular,157,1,31,92.893,-46.2,no
self-employed,single,high.school,cellular,79,1,43,92.893,-46.2,no
technician,single,high.school,cellular,9,12,30,92.893,-46.2,no
technician,single,professional.course,cellular,19,11,34,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,659,1,53,92.893,-46.2,yes
blue-collar,single,high.school,cellular,39,1,34,92.893,-46.2,no
services,divorced,high.school,cellular,502,1,36,92.893,-46.2,no
admin.,divorced,basic.9y,cellular,113,1,51,92.893,-46.2,no
technician,married,professional.course,cellular,267,1,44,92.893,-46.2,no
technician,divorced,professional.course,telephone,30,10,37,92.893,-46.2,no
self-employed,married,basic.9y,telephone,355,4,38,92.893,-46.2,no
unemployed,married,basic.9y,telephone,43,1,31,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,240,1,43,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,10,9,36,92.893,-46.2,no
management,married,university.degree,cellular,17,13,53,92.893,-46.2,no
admin.,divorced,university.degree,telephone,47,1,33,92.893,-46.2,no
admin.,single,high.school,cellular,296,1,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,69,1,43,92.893,-46.2,no
blue-collar,divorced,basic.6y,cellular,323,1,42,92.893,-46.2,no
technician,married,professional.course,cellular,167,1,24,92.893,-46.2,no
unemployed,married,basic.9y,cellular,570,1,31,92.893,-46.2,yes
blue-collar,single,high.school,cellular,516,1,28,92.893,-46.2,yes
blue-collar,single,basic.9y,cellular,220,2,40,92.893,-46.2,no
admin.,single,high.school,cellular,177,4,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,388,1,44,92.893,-46.2,no
services,married,basic.9y,cellular,61,1,36,92.893,-46.2,no
entrepreneur,married,university.degree,cellular,585,1,30,92.893,-46.2,yes
admin.,divorced,university.degree,cellular,699,1,33,92.893,-46.2,no
blue-collar,married,high.school,cellular,133,1,34,92.893,-46.2,no
admin.,single,university.degree,cellular,6,7,33,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,96,2,35,92.893,-46.2,no
management,married,university.degree,telephone,318,5,34,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,413,1,23,92.893,-46.2,no
student,single,high.school,cellular,66,1,24,92.893,-46.2,no
blue-collar,married,high.school,cellular,590,1,34,92.893,-46.2,yes
blue-collar,married,basic.6y,cellular,272,1,38,92.893,-46.2,no
services,married,high.school,cellular,88,2,57,92.893,-46.2,no
services,single,high.school,cellular,15,7,36,92.893,-46.2,no
technician,single,university.degree,cellular,152,3,33,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,902,1,32,92.893,-46.2,yes
management,single,university.degree,cellular,294,1,31,92.893,-46.2,no
admin.,divorced,high.school,telephone,15,5,42,92.893,-46.2,no
admin.,single,high.school,cellular,290,1,29,92.893,-46.2,no
management,married,university.degree,cellular,12,7,43,92.893,-46.2,no
housemaid,married,basic.4y,cellular,31,1,44,92.893,-46.2,no
admin.,married,university.degree,cellular,135,1,34,92.893,-46.2,no
management,married,university.degree,cellular,142,3,29,92.893,-46.2,no
student,single,high.school,cellular,669,1,24,92.893,-46.2,yes
technician,single,professional.course,cellular,123,2,31,92.893,-46.2,no
housemaid,single,high.school,cellular,391,1,34,92.893,-46.2,yes
services,single,basic.6y,cellular,93,1,37,92.893,-46.2,no
admin.,divorced,high.school,cellular,133,1,35,92.893,-46.2,no
admin.,divorced,high.school,cellular,99,1,35,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,256,2,41,92.893,-46.2,no
blue-collar,married,high.school,cellular,394,3,32,92.893,-46.2,yes
services,single,basic.6y,cellular,74,3,33,92.893,-46.2,no
services,married,high.school,cellular,67,2,41,92.893,-46.2,no
admin.,single,high.school,cellular,131,1,29,92.893,-46.2,no
admin.,single,high.school,cellular,149,1,29,92.893,-46.2,no
admin.,married,university.degree,cellular,27,5,31,92.893,-46.2,no
admin.,single,high.school,cellular,152,2,35,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,116,4,49,92.893,-46.2,no
admin.,single,basic.9y,telephone,41,2,29,92.893,-46.2,no
admin.,married,basic.9y,cellular,302,1,24,92.893,-46.2,yes
blue-collar,single,university.degree,cellular,275,1,33,92.893,-46.2,no
admin.,married,university.degree,cellular,128,2,29,92.893,-46.2,no
student,single,high.school,cellular,78,2,23,92.893,-46.2,no
services,single,basic.6y,cellular,11,8,42,92.893,-46.2,no
admin.,married,university.degree,cellular,101,5,29,92.893,-46.2,no
management,married,university.degree,cellular,147,2,53,92.893,-46.2,no
blue-collar,single,high.school,cellular,262,1,25,92.893,-46.2,no
services,single,high.school,cellular,46,1,24,92.893,-46.2,no
technician,single,professional.course,cellular,546,3,31,92.893,-46.2,yes
services,married,high.school,cellular,1512,1,33,92.893,-46.2,yes
entrepreneur,married,university.degree,cellular,104,1,35,92.893,-46.2,no
services,single,basic.6y,cellular,85,4,33,92.893,-46.2,no
technician,single,university.degree,telephone,119,3,30,92.893,-46.2,no
admin.,married,basic.9y,cellular,423,1,52,92.893,-46.2,no
self-employed,married,basic.9y,cellular,315,1,31,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,78,1,29,92.893,-46.2,no
blue-collar,single,university.degree,cellular,9,5,39,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,44,1,39,92.893,-46.2,no
admin.,married,high.school,cellular,75,2,28,92.893,-46.2,no
admin.,divorced,high.school,telephone,157,3,59,92.893,-46.2,no
admin.,married,high.school,cellular,109,1,46,92.893,-46.2,no
technician,married,basic.9y,cellular,66,1,41,92.893,-46.2,no
admin.,married,university.degree,cellular,7,6,36,92.893,-46.2,no
blue-collar,single,high.school,cellular,529,1,28,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,349,1,48,92.893,-46.2,no
blue-collar,divorced,basic.6y,cellular,101,1,39,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,127,1,34,92.893,-46.2,no
technician,divorced,professional.course,cellular,83,2,39,92.893,-46.2,no
blue-collar,divorced,basic.6y,cellular,333,1,39,92.893,-46.2,yes
blue-collar,divorced,basic.6y,cellular,408,1,39,92.893,-46.2,no
retired,married,basic.4y,cellular,205,1,58,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,158,1,31,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,18,1,55,92.893,-46.2,no
entrepreneur,married,university.degree,cellular,276,1,41,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,264,1,43,92.893,-46.2,no
technician,divorced,professional.course,cellular,109,1,37,92.893,-46.2,no
self-employed,married,basic.9y,cellular,234,2,38,92.893,-46.2,no
